timestamp,src_ip,dst_ip,method,host,uri,user_agent
2024-11-26 12:32:52.411164,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:33:52.561197,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:34:52.717415,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:35:52.967228,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:35:54.476422,10.11.26.183,23.53.127.200,GET,ctldl.windowsupdate.com,/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?ce02e9976e1239e1,Microsoft-CryptoAPI/10.0
2024-11-26 12:35:54.532334,23.53.127.200,10.11.26.183,,,,
2024-11-26 12:35:54.546751,10.11.26.183,23.53.127.200,GET,ctldl.windowsupdate.com,/msdownload/update/v3/static/trustedr/en/authrootstl.cab?778a0928305752e9,Microsoft-CryptoAPI/10.0
2024-11-26 12:35:54.596371,23.53.127.200,10.11.26.183,,,,
2024-11-26 12:36:53.228563,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:37:53.382552,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:38:53.536694,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:40:28.801338,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:40:29.005749,194.180.191.64,10.11.26.183,,,,
2024-11-26 12:40:29.009850,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:40:29.216675,194.180.191.64,10.11.26.183,,,,
2024-11-26 12:40:29.317405,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:41:29.372894,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:42:29.528770,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
2024-11-26 12:43:29.682016,10.11.26.183,194.180.191.64,POST,194.180.191.64,http://194.180.191.64/fakeurl.htm,NetSupport Manager/1.3
