timestamp,src_ip,dst_ip,method,host,uri,user_agent
2024-09-04 17:32:31.936110,172.17.0.99,23.220.251.149,GET,www.msftconnecttest.com,/connecttest.txt,Microsoft NCSI
2024-09-04 17:32:31.990076,23.220.251.149,172.17.0.99,,,/connecttest.txt,
2024-09-04 17:32:33.035136,172.17.0.99,23.220.251.158,GET,www.msftconnecttest.com,/connecttest.txt,Microsoft NCSI
2024-09-04 17:32:33.085891,23.220.251.158,172.17.0.99,,,/connecttest.txt,
2024-09-04 17:35:07.211814,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:35:07.856792,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:35:07.858400,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:35:08.592324,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:35:08.684142,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:35:09.342839,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:35:11.316859,172.17.0.99,79.124.78.197,GET,79.124.78.197,/index.php?id=&subid=qIOuKk7U,
2024-09-04 17:35:11.971711,79.124.78.197,172.17.0.99,,,/index.php?id=&subid=qIOuKk7U,
2024-09-04 17:35:12.546458,172.17.0.99,79.124.78.197,POST,79.124.78.197,/index.php,
2024-09-04 17:35:13.222746,79.124.78.197,172.17.0.99,,,/index.php,
2024-09-04 17:36:17.781476,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:36:18.480466,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:37:26.911862,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:37:27.616271,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:38:36.062291,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:38:36.767874,79.124.78.197,172.17.0.99,,,/foots.php,
2024-09-04 17:39:45.206401,172.17.0.99,79.124.78.197,POST,79.124.78.197,/foots.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)
2024-09-04 17:39:45.916311,79.124.78.197,172.17.0.99,,,/foots.php,
